lat_bnds,lon_bnds,Aerosol_Optical_Depth(Land),Average_Temperature,Relative_humidity,PM2.5
-79.0,-178.0,0.823323568517534,248.06534,70.21667,1.0202098382611421e-09
-79.0,-177.0,0.823323568517534,248.06534,70.21667,1.0202098382611421e-09
-79.0,-176.0,0.823323568517534,248.93585,72.78125,1.0083271094551586e-09
-79.0,-175.0,0.823323568517534,248.34375,74.71875,1.0083271094551586e-09
-79.0,-174.0,0.823323568517534,249.31667,78.78571,1.0506516827182395e-09
-79.0,-173.0,0.823323568517534,249.06041,74.53846,1.0443830318278602e-09
-79.0,-172.0,0.823323568517534,246.96701,75.333336,1.0306220848386218e-09
-79.0,-171.0,0.823323568517534,248.83272,76.53333,1.1181968226522355e-09
-79.0,-170.0,0.823323568517534,248.87674,75.61539,1.1148913965159127e-09
-79.0,-169.0,0.823323568517534,248.375,73.55769,1.0936910328349384e-09
-79.0,-168.0,0.823323568517534,249.80882,73.60714,1.1117446138925891e-09
-79.0,-167.0,0.823323568517534,248.55078,72.545456,1.1406493889885996e-09
-79.0,-166.0,0.823323568517534,249.04791,70.32692,1.133751165973273e-09
-79.0,-165.0,0.823323568517534,248.0625,70.92308,1.1558740397445431e-09
-79.0,-164.0,0.823323568517534,249.47116,70.26923,1.208353197816755e-09
-79.0,-163.0,0.823323568517534,249.57103,74.21875,1.1972513696330003e-09
-79.0,-162.0,0.823323568517534,248.28125,72.45,1.1828521681714474e-09
-79.0,-161.0,0.823323568517534,243.39062,81.75,1.196927724502779e-09
-79.0,-160.0,0.823323568517534,248.49107,75.166664,1.181924854064392e-09
-79.0,-159.0,0.823323568517534,248.27812,78.25,1.1811571539450363e-09
-79.0,-158.0,0.823323568517534,248.5625,74.84375,1.2058897700155815e-09
-79.0,-157.0,0.823323568517534,249.00961,76.775,1.231164114451817e-09
-79.0,-156.0,0.823323568517534,249.3125,73.75,1.1950115975340283e-09
-79.0,-155.0,0.823323568517534,251.31818,75.97727,1.1939731886135635e-09
-79.0,-154.0,0.823323568517534,249.89844,70.7875,1.2757430490390735e-09
-79.0,-153.0,0.823323568517534,249.00853,76.46875,1.3087112580675239e-09
-79.0,-152.0,0.823323568517534,248.67708,71.625,1.277800327804028e-09
-79.0,-151.0,0.823323568517534,245.22223,72.25,1.2860596684718431e-09
-79.0,-150.0,0.823323568517534,242.61607,74.375,1.2997462830981574e-09
-79.0,-149.0,0.823323568517534,239.8125,80.5,1.3142735167178807e-09
-79.0,-148.0,0.823323568517534,247.9375,80.5,1.3128842850281755e-09
-79.0,-82.0,0.823323568517534,253.86458,57.208332,5.831998768231929e-10
-79.0,-81.0,0.823323568517534,248.04532,59.75,5.912537548581992e-10
-79.0,-80.0,0.823323568517534,248.94212,60.867645,5.914463356473247e-10
-79.0,-79.0,0.823323568517534,250.46875,63.308823,5.903759122171608e-10
-79.0,-78.0,0.823323568517534,253.63281,66.1375,5.875433017202483e-10
-79.0,-77.0,0.823323568517534,254.10257,66.625,5.767552177368293e-10
-79.0,-76.0,0.823323568517534,252.23842,71.191864,5.75911717942015e-10
-79.0,-75.0,0.823323568517534,252.75665,70.53049,5.677190173524457e-10
-79.0,-74.0,0.823323568517534,252.2505,70.482956,5.431471890057309e-10
-79.0,-73.0,0.823323568517534,251.96776,69.23333,5.409548732508329e-10
-79.0,-72.0,0.823323568517534,251.43695,68.58036,5.352510689145138e-10
-79.0,-71.0,0.823323568517534,252.11653,67.84191,5.416340929710528e-10
-79.0,-70.0,0.823323568517534,251.00098,64.86842,5.422001905143843e-10
-79.0,-69.0,0.823323568517534,252.76363,67.228264,5.429387802227747e-10
-79.0,-68.0,0.823323568517534,253.2848,69.125,5.496926252778897e-10
-79.0,-67.0,0.823323568517534,252.17563,67.85345,5.598660546182821e-10
-79.0,-66.0,0.823323568517534,251.82812,65.15,5.573729200410277e-10
-79.0,-65.0,0.823323568517534,251.49074,67.02,5.584829321588719e-10
-79.0,-64.0,0.823323568517534,251.56712,69.1,5.723290188056042e-10
-79.0,-63.0,0.823323568517534,252.18628,71.836205,5.772344698990648e-10
-79.0,-62.0,0.823323568517534,252.64494,72.51667,5.75619897798178e-10
-79.0,-61.0,0.823323568517534,252.6984,73.40741,5.860074100648281e-10
-79.0,-60.0,0.823323568517534,252.6569,78.0,5.954632514002234e-10
-79.0,-59.0,0.823323568517534,252.9129,76.3421,6.049302101131301e-10
-79.0,-58.0,0.823323568517534,253.05054,77.30303,6.050520053351357e-10
-79.0,-57.0,0.823323568517534,252.62167,72.59259,6.283126291327781e-10
-79.0,-56.0,0.823323568517534,252.26562,74.681816,6.551035254092834e-10
-79.0,-55.0,0.823323568517534,251.98308,75.95238,6.635273669562833e-10
-79.0,-54.0,0.823323568517534,253.22917,73.16848,6.654773815037526e-10
-79.0,-53.0,0.823323568517534,253.803,75.82143,6.859445863717831e-10
-79.0,-52.0,0.823323568517534,254.06831,74.41071,7.420799288165404e-10
-79.0,-51.0,0.823323568517534,253.66797,78.18421,7.963146710570395e-10
-79.0,-50.0,0.823323568517534,253.0575,68.68056,7.973329973200513e-10
-79.0,-44.0,0.823323568517534,239.03125,67.0,8.000481005151402e-10
-79.0,-43.0,0.823323568517534,254.1375,63.590908,8.18079019343928e-10
-79.0,-42.0,0.823323568517534,254.14981,67.8125,8.505344415286023e-10
-79.0,-41.0,0.823323568517534,253.86905,69.0,8.678522018352824e-10
-79.0,-40.0,0.823323568517534,253.81178,71.72414,8.700801350784381e-10
-79.0,-39.0,0.823323568517534,254.15262,73.65,8.775681676489181e-10
-79.0,-38.0,0.823323568517534,253.94122,76.30556,9.118557137661786e-10
-79.0,-37.0,0.823323568517534,253.89453,73.9375,1.0292769744910354e-09
-79.0,-36.0,0.823323568517534,253.6349,71.48276,1.0930731150335756e-09
-79.0,-35.0,0.823323568517534,255.05981,71.69643,1.1166512036213662e-09
-79.0,-34.0,0.823323568517534,254.2097,70.3125,1.1962283516127623e-09
-79.0,-33.0,0.823323568517534,253.96791,66.5119,1.2141170515859995e-09
-79.0,-32.0,0.823323568517534,253.0152,66.083336,1.225099280726757e-09
-79.0,-31.0,0.823323568517534,253.38205,66.265625,1.2355948397883312e-09
-79.0,-30.0,0.823323568517534,252.09549,74.681816,1.2248666368446247e-09
-79.0,-29.0,0.823323568517534,252.35417,75.6875,1.2458031916476523e-09
-79.0,160.0,0.823323568517534,246.01562,65.5,5.738355485599989e-10
-79.0,161.0,0.823323568517534,249.95312,65.23684,5.753554070193321e-10
-79.0,162.0,0.823323568517534,250.69485,66.51442,6.204077808729561e-10
-79.0,163.0,0.823323568517534,250.47516,66.1875,6.313771397090076e-10
-79.0,164.0,0.823323568517534,250.5625,66.420456,6.403749908714232e-10
-79.0,165.0,0.823323568517534,250.61234,66.09274,6.993132583877023e-10
-79.0,166.0,0.823323568517534,250.2013,66.06465,7.00685079863047e-10
-79.0,167.0,0.823323568517534,250.1658,63.98,7.00685079863047e-10
-79.0,168.0,0.823323568517534,249.89865,66.21635,8.442652157835732e-10
-79.0,169.0,0.823323568517534,249.4194,67.71154,8.439880032221185e-10
-79.0,170.0,0.823323568517534,246.60645,69.572914,8.439880032221185e-10
-79.0,171.0,0.823323568517534,246.5625,67.85,9.619990086807463e-10
-79.0,172.0,0.823323568517534,245.97604,66.0625,9.619990086807463e-10
-79.0,173.0,0.823323568517534,245.30289,68.3,9.593676465847334e-10
-78.0,-178.0,0.823323568517534,248.42471,76.263885,1.325546524287794e-09
-78.0,-177.0,0.823323568517534,248.42471,76.263885,1.325546524287794e-09
-78.0,-176.0,0.823323568517534,248.41762,77.4625,1.3771845748004783e-09
-78.0,-175.0,0.823323568517534,250.09375,75.625,1.4102745697419e-09
-78.0,-174.0,0.823323568517534,250.51718,73.3125,1.3792559721863578e-09
-78.0,-173.0,0.823323568517534,251.00694,77.625,1.3802316332476839e-09
-78.0,-172.0,0.823323568517534,250.94853,78.75,1.426261098102802e-09
-78.0,-171.0,0.823323568517534,251.3989,77.23214,1.3830187463647332e-09
-78.0,-170.0,0.823323568517534,250.83272,75.21429,1.4010318505781763e-09
-78.0,-169.0,0.823323568517534,252.56055,75.85,1.421566088773489e-09
-78.0,-168.0,0.823323568517534,252.05208,78.03846,1.4202453748501175e-09
-78.0,-167.0,0.823323568517534,251.54843,80.041664,1.480829990633443e-09
-78.0,-166.0,0.823323568517534,252.9707,82.125,1.481704518265265e-09
-78.0,-165.0,0.823323568517534,252.56433,77.3125,1.4606435883969836e-09
-78.0,-164.0,0.823323568517534,254.625,75.704544,1.520984080871868e-09
-78.0,-163.0,0.823323568517534,255.14732,81.05,1.528760953306885e-09
-78.0,-162.0,0.823323568517534,254.78334,78.625,1.482455200621607e-09
-78.0,-161.0,0.823323568517534,254.3125,76.7,1.5717537129369795e-09
-78.0,-160.0,0.823323568517534,254.1211,74.875,1.5795418333113663e-09
-78.0,-159.0,0.823323568517534,253.53795,71.325,1.5272775798632014e-09
-78.0,-158.0,0.823323568517534,251.27644,70.166664,1.5457725031683146e-09
-78.0,-157.0,0.823323568517534,251.75722,76.25,1.5664060932529307e-09
-78.0,-156.0,0.823323568517534,250.60938,76.775,1.554680947729163e-09
-78.0,-155.0,0.823323568517534,250.58333,74.375,1.5391537784043451e-09
-78.0,-154.0,0.823323568517534,247.59895,70.958336,1.517057735290458e-09
-78.0,-153.0,0.823323568517534,249.25,60.25,1.5047622090094407e-09
-78.0,-83.0,0.823323568517534,256.53125,57.45,5.97106995992522e-10
-78.0,-82.0,0.823323568517534,251.51562,59.675,6.100980507059945e-10
-78.0,-81.0,0.823323568517534,249.54277,59.846153,6.062369684221817e-10
-78.0,-80.0,0.823323568517534,248.96643,61.375,5.94813973129024e-10
-78.0,-79.0,0.823323568517534,250.37793,65.58696,5.812239674142116e-10
-78.0,-78.0,0.823323568517534,253.35764,70.27419,5.811365194562169e-10
-78.0,-77.0,0.823323568517534,252.22536,71.986115,5.904567076487932e-10
-78.0,-76.0,0.823323568517534,251.20096,71.54412,5.848515360402358e-10
-78.0,-75.0,0.823323568517534,250.91325,70.53066,5.818572874840847e-10
-78.0,-74.0,0.823323568517534,251.68936,70.48529,5.716378836439561e-10
-78.0,-73.0,0.823323568517534,251.8259,71.58073,5.715266286016444e-10
-78.0,-72.0,0.823323568517534,250.94505,70.297195,5.699273398088775e-10
-78.0,-71.0,0.823323568517534,251.78838,70.77841,5.831445248567596e-10
-78.0,-70.0,0.823323568517534,251.352,70.78571,5.845332324470385e-10
-78.0,-69.0,0.823323568517534,250.38074,67.70946,5.769479668322982e-10
-78.0,-68.0,0.823323568517534,250.972,69.604164,5.76431751459418e-10
-78.0,-67.0,0.823323568517534,250.66277,69.55645,5.880622531400021e-10
-78.0,-66.0,0.823323568517534,250.63461,71.31618,5.876774057325954e-10
-78.0,-65.0,0.823323568517534,250.88579,67.85268,5.925760022612496e-10
-78.0,-64.0,0.823323568517534,251.69188,70.058334,6.07586806739619e-10
-78.0,-63.0,0.823323568517534,251.37228,69.64167,6.088393175129311e-10
-78.0,-62.0,0.823323568517534,251.36719,68.625,6.122844631579117e-10
-78.0,-61.0,0.823323568517534,251.1447,70.54464,6.39794884621327e-10
-78.0,-60.0,0.823323568517534,250.90561,69.77885,6.504260378564035e-10
-78.0,-59.0,0.823323568517534,250.62117,72.51613,6.522825532288661e-10
-78.0,-58.0,0.823323568517534,251.99252,71.29464,6.637261464733494e-10
-78.0,-57.0,0.823323568517534,253.6577,70.802086,6.918736038418707e-10
-78.0,-56.0,0.823323568517534,253.83333,71.3125,7.04571286375242e-10
-78.0,-55.0,0.823323568517534,253.89482,74.58696,7.071880075904014e-10
-78.0,-54.0,0.823323568517534,253.17805,72.6875,7.321495125539881e-10
-78.0,-53.0,0.823323568517534,253.41235,71.69444,7.43602876987056e-10
